,Title,Date,Category,Tokens,Negative,Neutral,Positive,Compound,Month,Week
215,Uzbekistan and Azerbaijan agree on closer cooperation against security threats,2024-10-18,POLITICS,"['uzbekistan', 'azerbaijan', 'agree', 'closer', 'cooperation', 'security', 'threats']",0.239,0.342,0.419,0.2732,2024-10,2024-10-14/2024-10-20
214,Uzbek canoe athlete banned for three years for doping violation,2024-10-18,SOCIETY,"['uzbek', 'canoe', 'athlete', 'banned', 'three', 'years', 'doping', 'violation']",0.508,0.492,0.0,-0.7351,2024-10,2024-10-14/2024-10-20
212,Uzbekistan aims for $200 billion GDP by 2030,2024-10-18,SOCIETY,"['uzbekistan', 'aims', 'billion', 'gdp']",0.0,1.0,0.0,0.0,2024-10,2024-10-14/2024-10-20
211,Vehicle collision with gas pipeline leaves thousands without gas in Surkhandarya,2024-10-18,SOCIETY,"['vehicle', 'collision', 'gas', 'pipeline', 'leaves', 'thousands', 'without', 'gas', 'surkhandarya']",0.238,0.762,0.0,-0.3612,2024-10,2024-10-14/2024-10-20
208,Gold prices reach new heights as 5-gram bar tops 5.7 million UZS,2024-10-18,SOCIETY,"['gold', 'prices', 'reach', 'new', 'heights', 'gram', 'bar', 'tops', 'million', 'uzs']",0.0,0.645,0.355,0.5267,2024-10,2024-10-14/2024-10-20
207,Saida Mirziyoyeva commends efforts in maternal and child health services,2024-10-18,SOCIETY,"['saida', 'mirziyoyeva', 'commends', 'efforts', 'maternal', 'child', 'health', 'services']",0.0,1.0,0.0,0.0,2024-10,2024-10-14/2024-10-20
206,Uzbekistan repatriates four more orphaned minors from Russia,2024-10-18,SOCIETY,"['uzbekistan', 'repatriates', 'four', 'orphaned', 'minors', 'russia']",0.0,1.0,0.0,0.0,2024-10,2024-10-14/2024-10-20
205,Housing prices in Uzbekistan outpace fundamental value by 28% in H1 2024,2024-10-18,SOCIETY,"['housing', 'prices', 'uzbekistan', 'outpace', 'fundamental', 'value', 'h']",0.0,0.676,0.324,0.34,2024-10,2024-10-14/2024-10-20
204,Kuwaiti firm eyes joint ventures in Uzbekistan’s chemical industry,2024-10-18,SOCIETY,"['kuwaiti', 'firm', 'eyes', 'joint', 'ventures', 'uzbekistans', 'chemical', 'industry']",0.0,1.0,0.0,0.0,2024-10,2024-10-14/2024-10-20
203,World Bank expert urges Uzbekistan to manage external debt prudently ,2024-10-18,BUSINESS,"['world', 'bank', 'expert', 'urges', 'uzbekistan', 'manage', 'external', 'debt', 'prudently']",0.238,0.762,0.0,-0.3612,2024-10,2024-10-14/2024-10-20
209,"Qatar’s Dynasty Jet plans to establish office in Uzbekistan, strengthening bilateral trade",2024-10-18,POLITICS,"['qatars', 'dynasty', 'jet', 'plans', 'establish', 'office', 'uzbekistan', 'strengthening', 'bilateral', 'trade']",0.0,0.738,0.262,0.4939,2024-10,2024-10-14/2024-10-20
195,Uzbekistan to fully transition to cashless payments on public transport starting in 2025,2024-10-19,SOCIETY,"['uzbekistan', 'fully', 'transition', 'cashless', 'payments', 'public', 'transport', 'starting']",0.0,1.0,0.0,0.0,2024-10,2024-10-14/2024-10-20
196,New ambassador of Egypt presents credentials to FM Saidov,2024-10-19,SOCIETY,"['new', 'ambassador', 'egypt', 'presents', 'credentials', 'fm', 'saidov']",0.0,1.0,0.0,0.0,2024-10,2024-10-14/2024-10-20
197,Central Bank of Uzbekistan to set new inflation target amid economic uncertainty,2024-10-19,SOCIETY,"['central', 'bank', 'uzbekistan', 'set', 'new', 'inflation', 'target', 'amid', 'economic', 'uncertainty']",0.211,0.789,0.0,-0.34,2024-10,2024-10-14/2024-10-20
193,Skilled Uzbek professionals to secure employment in Germany following training courses,2024-10-19,SOCIETY,"['skilled', 'uzbek', 'professionals', 'secure', 'employment', 'germany', 'following', 'training', 'courses']",0.0,0.769,0.231,0.34,2024-10,2024-10-14/2024-10-20
199,Lulu Group may launch fruit and vegetable exports from Uzbekistan to Kuwait,2024-10-19,SOCIETY,"['lulu', 'group', 'may', 'launch', 'fruit', 'vegetable', 'exports', 'uzbekistan', 'kuwait']",0.0,1.0,0.0,0.0,2024-10,2024-10-14/2024-10-20
200,Uzbekistan plans to halve poverty by the end of 2025 through economic growth and human capital investment,2024-10-19,SOCIETY,"['uzbekistan', 'plans', 'halve', 'poverty', 'end', 'economic', 'growth', 'human', 'capital', 'investment']",0.237,0.576,0.187,-0.1779,2024-10,2024-10-14/2024-10-20
201,Uzbekistan and Sweden discuss strengthening bilateral relations and trade ties,2024-10-19,SOCIETY,"['uzbekistan', 'sweden', 'discuss', 'strengthening', 'bilateral', 'relations', 'trade', 'ties']",0.0,0.686,0.314,0.4939,2024-10,2024-10-14/2024-10-20
198,Authorities refute false reports of deliberate explosion at M25 site to halt gas leak,2024-10-19,SOCIETY,"['authorities', 'refute', 'false', 'reports', 'deliberate', 'explosion', 'site', 'halt', 'gas', 'leak']",0.211,0.789,0.0,-0.34,2024-10,2024-10-14/2024-10-20
194,Malaysia explores investment opportunities in Uzbekistan’s Islamic finance market,2024-10-19,SOCIETY,"['malaysia', 'explores', 'investment', 'opportunities', 'uzbekistans', 'islamic', 'finance', 'market']",0.0,0.729,0.271,0.3818,2024-10,2024-10-14/2024-10-20
192,"Traffic congestion, tram revival, and stricter lane penalties – Interview with Transport Minister",2024-10-19,SOCIETY,"['traffic', 'congestion', 'tram', 'revival', 'stricter', 'lane', 'penalties', 'interview', 'transport', 'minister']",0.0,1.0,0.0,0.0,2024-10,2024-10-14/2024-10-20
191,Geopolitical tensions and currency fluctuations pose major risks to Uzbekistan’s financial stability,2024-10-19,SOCIETY,"['geopolitical', 'tensions', 'currency', 'fluctuations', 'pose', 'major', 'risks', 'uzbekistans', 'financial', 'stability']",0.375,0.625,0.0,-0.5859,2024-10,2024-10-14/2024-10-20
185,"Uzbekistan Weekly Digest: New Umrah rules, Space Treaty ratification, rising inflation, real estate price surge and more",2024-10-19,POLITICS,"['uzbekistan', 'weekly', 'digest', 'new', 'umrah', 'rules', 'space', 'treaty', 'ratification', 'rising', 'inflation', 'real', 'estate', 'price', 'surge']",0.0,1.0,0.0,0.0,2024-10,2024-10-14/2024-10-20
186,Chinese automaker FAW to build $100 million truck plant in Andijan,2024-10-19,BUSINESS,"['chinese', 'automaker', 'faw', 'build', 'million', 'truck', 'plant', 'andijan']",0.0,1.0,0.0,0.0,2024-10,2024-10-14/2024-10-20
202,"Uzbekistan sees drop in bribery cases, yet other corruption offenses rise",2024-10-19,SOCIETY,"['uzbekistan', 'sees', 'drop', 'bribery', 'cases', 'yet', 'corruption', 'offenses', 'rise']",0.397,0.603,0.0,-0.5574,2024-10,2024-10-14/2024-10-20
188,Law enforcement officers apprehended over 6.2 thousand suspects in nine months,2024-10-19,SOCIETY,"['law', 'enforcement', 'officers', 'apprehended', 'thousand', 'suspects', 'nine', 'months']",0.255,0.745,0.0,-0.34,2024-10,2024-10-14/2024-10-20
189,Czech Foreign Minister to visit Uzbekistan,2024-10-19,POLITICS,"['czech', 'foreign', 'minister', 'visit', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-10,2024-10-14/2024-10-20
190,Lithuania to cap influx of low-skilled workers from Non-EU countries,2024-10-19,BUSINESS,"['lithuania', 'cap', 'influx', 'lowskilled', 'workers', 'noneu', 'countries']",0.0,1.0,0.0,0.0,2024-10,2024-10-14/2024-10-20
187,Uzbekistan and Switzerland collaborate to develop exclusive tourism routes,2024-10-19,TOURISM,"['uzbekistan', 'switzerland', 'collaborate', 'develop', 'exclusive', 'tourism', 'routes']",0.0,0.8,0.2,0.128,2024-10,2024-10-14/2024-10-20
177,Alif Uzbekistan Secures $5 Million Credit Line from Cur8 Capital to Expand Nasiya Retail Financing,2024-10-21,BUSINESS,"['alif', 'uzbekistan', 'secures', 'million', 'credit', 'line', 'cur', 'capital', 'expand', 'nasiya', 'retail', 'financing']",0.0,0.556,0.444,0.7351,2024-10,2024-10-21/2024-10-27
184,Green energy production growing in Uzbekistan ,2024-10-21,BUSINESS,"['green', 'energy', 'production', 'growing', 'uzbekistan']",0.0,0.441,0.559,0.4215,2024-10,2024-10-21/2024-10-27
183,Arsenal reportedly eyeing Uzbek defender Abdukodir Khusanov for key defensive role,2024-10-21,SPORT,"['arsenal', 'reportedly', 'eyeing', 'uzbek', 'defender', 'abdukodir', 'khusanov', 'key', 'defensive', 'role']",0.0,0.762,0.238,0.128,2024-10,2024-10-21/2024-10-27
182,"Gold prices continue to climb, reaching new all-time high in Uzbekistan",2024-10-21,BUSINESS,"['gold', 'prices', 'continue', 'climb', 'reaching', 'new', 'alltime', 'high', 'uzbekistan']",0.0,0.816,0.184,0.2023,2024-10,2024-10-21/2024-10-27
181,Russian MP calls for visa regime with Uzbekistan amid army recruitment dispute,2024-10-21,POLITICS,"['russian', 'mp', 'calls', 'visa', 'regime', 'uzbekistan', 'amid', 'army', 'recruitment', 'dispute']",0.231,0.769,0.0,-0.4019,2024-10,2024-10-21/2024-10-27
180,Czech Foreign Minister highlights strong ties and future opportunities with Uzbekistan,2024-10-21,SOCIETY,"['czech', 'foreign', 'minister', 'highlights', 'strong', 'ties', 'future', 'opportunities', 'uzbekistan']",0.0,0.543,0.457,0.7096,2024-10,2024-10-21/2024-10-27
179,Over sixty criminal cases filed as billions stolen from wage funds in Uzbekistan,2024-10-21,SOCIETY,"['sixty', 'criminal', 'cases', 'filed', 'billions', 'stolen', 'wage', 'funds', 'uzbekistan']",0.485,0.515,0.0,-0.765,2024-10,2024-10-21/2024-10-27
178,Uzbekistan secures reduced fees for freight transport through Afghanistan,2024-10-21,SOCIETY,"['uzbekistan', 'secures', 'reduced', 'fees', 'freight', 'transport', 'afghanistan']",0.0,0.723,0.277,0.3182,2024-10,2024-10-21/2024-10-27
176,Ministry of Higher Education initiates legal action against several private universities in Uzbekistan,2024-10-21,SOCIETY,"['ministry', 'higher', 'education', 'initiates', 'legal', 'action', 'several', 'private', 'universities', 'uzbekistan']",0.0,0.857,0.143,0.128,2024-10,2024-10-21/2024-10-27
175,Uzbekistan Airways to launch direct flights to Pakistan’s Lahore,2024-10-21,SOCIETY,"['uzbekistan', 'airways', 'launch', 'direct', 'flights', 'pakistans', 'lahore']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
173,Uzbekistan and Poland to strengthen cooperation in agriculture,2024-10-21,SOCIETY,"['uzbekistan', 'poland', 'strengthen', 'cooperation', 'agriculture']",0.0,0.635,0.365,0.3182,2024-10,2024-10-21/2024-10-27
172,"Uzbekistan’s gas exports to China doubled in September, hitting yearly peak",2024-10-21,SOCIETY,"['uzbekistans', 'gas', 'exports', 'china', 'doubled', 'september', 'hitting', 'yearly', 'peak']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
171,Foreign currency supply outpaces demand in Uzbekistan ,2024-10-21,BUSINESS,"['foreign', 'currency', 'supply', 'outpaces', 'demand', 'uzbekistan']",0.231,0.769,0.0,-0.128,2024-10,2024-10-21/2024-10-27
170,Uzbekistan to build eight waste-to-energy plants in push for environmental sustainability ,2024-10-21,SOCIETY,"['uzbekistan', 'build', 'eight', 'wastetoenergy', 'plants', 'push', 'environmental', 'sustainability']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
169,"Uzbekistan's gas and oil production shrinks, coal and electricity output rises",2024-10-21,SOCIETY,"['uzbekistans', 'gas', 'oil', 'production', 'shrinks', 'coal', 'electricity', 'output', 'rises']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
168,"FM Saidov meets OSCE Election Observation Mission chief, discusses preparations and reforms",2024-10-21,POLITICS,"['fm', 'saidov', 'meets', 'osce', 'election', 'observation', 'mission', 'chief', 'discusses', 'preparations', 'reforms']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
174,"Uzbekistan to boost green energy capacity, reducing emissions by 21 million tons annually",2024-10-21,SOCIETY,"['uzbekistan', 'boost', 'green', 'energy', 'capacity', 'reducing', 'emissions', 'million', 'tons', 'annually']",0.0,0.625,0.375,0.5859,2024-10,2024-10-21/2024-10-27
167,"President Mirziyoyev criticizes drainage system in Tashkent, calls for urgent improvements",2024-10-21,POLITICS,"['president', 'mirziyoyev', 'criticizes', 'drainage', 'system', 'tashkent', 'calls', 'urgent', 'improvements']",0.192,0.48,0.328,0.1779,2024-10,2024-10-21/2024-10-27
159,Uzbekistan and Egypt discuss strengthening collaboration in key sectors,2024-10-22,POLITICS,"['uzbekistan', 'egypt', 'discuss', 'strengthening', 'collaboration', 'key', 'sectors']",0.0,0.652,0.348,0.4939,2024-10,2024-10-21/2024-10-27
166,"Customs authorities intercept 888 kg of drugs, 34 firearms at borders in nine months",2024-10-22,SOCIETY,"['customs', 'authorities', 'intercept', 'kg', 'drugs', 'firearms', 'borders', 'nine', 'months']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
165,Tashkent ranks among the world's most polluted cities once again,2024-10-22,SOCIETY,"['tashkent', 'ranks', 'among', 'worlds', 'polluted', 'cities']",0.375,0.625,0.0,-0.4588,2024-10,2024-10-21/2024-10-27
164,Saida Mirziyoyeva discusses with UNFPA representative national health initiatives for women,2024-10-22,SOCIETY,"['saida', 'mirziyoyeva', 'discusses', 'unfpa', 'representative', 'national', 'health', 'initiatives', 'women']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
158,Salaries of teachers in Kyrgyzstan outpace wages of teachers in Uzbekistan,2024-10-22,SOCIETY,"['salaries', 'teachers', 'kyrgyzstan', 'outpace', 'wages', 'teachers', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
162,Several Uzbek airlines return passengers nearly 200 million UZS for service issues,2024-10-22,SOCIETY,"['several', 'uzbek', 'airlines', 'return', 'passengers', 'nearly', 'million', 'uzs', 'service', 'issues']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
160,Uzbekistan Airways to launch regular flights between Tashkent and Hangzhou,2024-10-22,SOCIETY,"['uzbekistan', 'airways', 'launch', 'regular', 'flights', 'tashkent', 'hangzhou']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
161,Uzbekistan toughens penalties for domestic violence against children,2024-10-22,SOCIETY,"['uzbekistan', 'toughens', 'penalties', 'domestic', 'violence', 'children']",0.57,0.43,0.0,-0.6486,2024-10,2024-10-21/2024-10-27
163,South Korea plans to build railway terminal in Namangan,2024-10-22,SOCIETY,"['south', 'korea', 'plans', 'build', 'railway', 'terminal', 'namangan']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
153,Family of four killed in Samarkand gas explosion,2024-10-22,SOCIETY,"['family', 'four', 'killed', 'samarkand', 'gas', 'explosion']",0.474,0.526,0.0,-0.6705,2024-10,2024-10-21/2024-10-27
151,Foreign Ministers of Uzbekistan and Czech Republic ink cooperation agreement in Tashkent,2024-10-22,SOCIETY,"['foreign', 'ministers', 'uzbekistan', 'czech', 'republic', 'ink', 'cooperation', 'agreement', 'tashkent']",0.0,0.714,0.286,0.4939,2024-10,2024-10-21/2024-10-27
152,Russian journalist and two others die from poisoning in Tashkent hotel,2024-10-22,SOCIETY,"['russian', 'journalist', 'two', 'others', 'die', 'poisoning', 'tashkent', 'hotel']",0.562,0.438,0.0,-0.8271,2024-10,2024-10-21/2024-10-27
150,Cash withdrawals increase in Uzbekistan amid growing economic activity,2024-10-22,BUSINESS,"['cash', 'withdrawals', 'increase', 'uzbekistan', 'amid', 'growing', 'economic', 'activity']",0.0,0.6,0.4,0.4588,2024-10,2024-10-21/2024-10-27
154,"Senate convenes on Wednesday to discuss reforms in armed forces, tax, and customs codes",2024-10-22,POLITICS,"['senate', 'convenes', 'wednesday', 'discuss', 'reforms', 'armed', 'forces', 'tax', 'customs', 'codes']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
156,Uzbekistan forges stronger ties with China in automotive industry,2024-10-22,SOCIETY,"['uzbekistan', 'forges', 'stronger', 'ties', 'china', 'automotive', 'industry']",0.0,0.698,0.302,0.3818,2024-10,2024-10-21/2024-10-27
155,Uzbekistan and UNODC strengthen cooperation on drug control and crime prevention,2024-10-22,SOCIETY,"['uzbekistan', 'unodc', 'strengthen', 'cooperation', 'drug', 'control', 'crime', 'prevention']",0.297,0.508,0.195,-0.296,2024-10,2024-10-21/2024-10-27
157,President Mirziyoyev unveils $50 million grant plan to address desertification and enhance greening efforts,2024-10-22,POLITICS,"['president', 'mirziyoyev', 'unveils', 'million', 'grant', 'plan', 'address', 'desertification', 'enhance', 'greening', 'efforts']",0.0,0.8,0.2,0.3612,2024-10,2024-10-21/2024-10-27
146,"Criminal case launched against ""Whats"" pyramid scheme organizers",2024-10-23,SOCIETY,"['criminal', 'case', 'launched', 'whats', 'pyramid', 'scheme', 'organizers']",0.343,0.505,0.152,-0.4404,2024-10,2024-10-21/2024-10-27
145,Alisher Ganiev wins Uzbekistan's first U23 Greco-Roman Wrestling gold,2024-10-23,SOCIETY,"['alisher', 'ganiev', 'wins', 'uzbekistans', 'first', 'u', 'grecoroman', 'wrestling', 'gold']",0.0,0.654,0.346,0.5719,2024-10,2024-10-21/2024-10-27
148,Health Minister claims support for children disabled by 'Doc-1 Max' incident; affected parent disputes the statement,2024-10-23,SOCIETY,"['health', 'minister', 'claims', 'support', 'children', 'disabled', 'doc', 'max', 'incident', 'affected', 'parent', 'disputes', 'statement']",0.226,0.61,0.165,0.0,2024-10,2024-10-21/2024-10-27
144,Uzbekistan postpones population census to 2026,2024-10-23,SOCIETY,"['uzbekistan', 'postpones', 'population', 'census']",0.412,0.588,0.0,-0.2732,2024-10,2024-10-21/2024-10-27
142,Uzbekistan secured $23.6 billion in foreign investments over nine months,2024-10-23,POLITICS,"['uzbekistan', 'secured', 'billion', 'foreign', 'investments', 'nine', 'months']",0.0,0.69,0.31,0.4019,2024-10,2024-10-21/2024-10-27
141,New law imposes fines on state agencies for unlawful report demands from businesses,2024-10-23,SOCIETY,"['new', 'law', 'imposes', 'fines', 'state', 'agencies', 'unlawful', 'report', 'demands', 'businesses']",0.135,0.865,0.0,-0.1027,2024-10,2024-10-21/2024-10-27
147,Three gas stations in Tashkent region caught selling low-quality fuel,2024-10-23,SOCIETY,"['three', 'gas', 'stations', 'tashkent', 'region', 'caught', 'selling', 'lowquality', 'fuel']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
143,Uzbekistan and Afghanistan discuss construction of Imam al-Bukhari madrasa in Mazar-i-Sharif,2024-10-23,SOCIETY,"['uzbekistan', 'afghanistan', 'discuss', 'construction', 'imam', 'albukhari', 'madrasa', 'mazarisharif']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
149,Shavkat Mirziyoyev to attend BRICS Summit in Russia,2024-10-23,SOCIETY,"['shavkat', 'mirziyoyev', 'attend', 'brics', 'summit', 'russia']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
140,Uzbekistan and Kazakhstan sign $352 million in agreements to boost cooperation,2024-10-23,POLITICS,"['uzbekistan', 'kazakhstan', 'sign', 'million', 'agreements', 'boost', 'cooperation']",0.0,0.51,0.49,0.5859,2024-10,2024-10-21/2024-10-27
136,Uzbekistan strengthens telecommunications oversight with new legislation,2024-10-23,SOCIETY,"['uzbekistan', 'strengthens', 'telecommunications', 'oversight', 'new', 'legislation']",0.0,0.625,0.375,0.4588,2024-10,2024-10-21/2024-10-27
138,Senate approves law enhancing Ombudsman’s authority,2024-10-23,SOCIETY,"['senate', 'approves', 'law', 'enhancing', 'ombudsmans', 'authority']",0.0,0.5,0.5,0.4588,2024-10,2024-10-21/2024-10-27
133,Senate passes comprehensive revisions to law on State Secrets Protection,2024-10-23,SOCIETY,"['senate', 'passes', 'comprehensive', 'revisions', 'law', 'state', 'secrets', 'protection']",0.0,0.778,0.222,0.25,2024-10,2024-10-21/2024-10-27
137,Self-employed workforce in Uzbekistan grows dramatically by nearly 90% over a year,2024-10-23,SOCIETY,"['selfemployed', 'workforce', 'uzbekistan', 'grows', 'dramatically', 'nearly', 'year']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
131,Tashkent man sentenced for illegal crypto sales on Telegram,2024-10-23,SOCIETY,"['tashkent', 'man', 'sentenced', 'illegal', 'crypto', 'sales', 'telegram']",0.485,0.515,0.0,-0.5719,2024-10,2024-10-21/2024-10-27
132,Hong Kong aims to boost exports to Europe via Uzbekistan,2024-10-23,SOCIETY,"['hong', 'kong', 'aims', 'boost', 'exports', 'europe', 'via', 'uzbekistan']",0.0,0.722,0.278,0.4019,2024-10,2024-10-21/2024-10-27
130,"Strengthening trade relations, fostering ties in education and co-op on climate change – Interview with British Ambassador",2024-10-23,POLITICS,"['strengthening', 'trade', 'relations', 'fostering', 'ties', 'education', 'coop', 'climate', 'change', 'interview', 'british', 'ambassador']",0.0,0.775,0.225,0.4939,2024-10,2024-10-21/2024-10-27
134,Kazakhstan proposes duty-free trade zone on border with Uzbekistan,2024-10-23,POLITICS,"['kazakhstan', 'proposes', 'dutyfree', 'trade', 'zone', 'border', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
135,Uzbekistan sees considerable surge in outbound tourism,2024-10-23,SOCIETY,"['uzbekistan', 'sees', 'considerable', 'surge', 'outbound', 'tourism']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
139,Car manufacturing in Uzbekistan sees growth despite declines in key brands,2024-10-23,SOCIETY,"['car', 'manufacturing', 'uzbekistan', 'sees', 'growth', 'despite', 'declines', 'key', 'brands']",0.0,0.755,0.245,0.3818,2024-10,2024-10-21/2024-10-27
127,Uzbekistan appoints new ambassador to Croatia,2024-10-24,POLITICS,"['uzbekistan', 'appoints', 'new', 'ambassador', 'croatia']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
126,Central Bank reports drop in cash circulation to 20.7%,2024-10-24,BUSINESS,"['central', 'bank', 'reports', 'drop', 'cash', 'circulation']",0.296,0.704,0.0,-0.2732,2024-10,2024-10-21/2024-10-27
128,Shavkat Mirziyoyev honored with Tatarstan's state award,2024-10-24,POLITICS,"['shavkat', 'mirziyoyev', 'honored', 'tatarstans', 'state', 'award']",0.0,0.354,0.646,0.8074,2024-10,2024-10-21/2024-10-27
120,Tashkent commits 6 billion UZS to improve drainage system ,2024-10-24,POLITICS,"['tashkent', 'commits', 'billion', 'uzs', 'improve', 'drainage', 'system']",0.0,0.556,0.444,0.4588,2024-10,2024-10-21/2024-10-27
123,Uzbekistan ends 'zero' price sales of state assets under new law,2024-10-24,POLITICS,"['uzbekistan', 'ends', 'zero', 'price', 'sales', 'state', 'assets', 'new', 'law']",0.0,0.825,0.175,0.1779,2024-10,2024-10-21/2024-10-27
122,Senate approves reforms to strengthen fight against unauthorized land seizures,2024-10-24,POLITICS,"['senate', 'approves', 'reforms', 'strengthen', 'fight', 'unauthorized', 'land', 'seizures']",0.206,0.397,0.397,0.34,2024-10,2024-10-21/2024-10-27
129,Global Rule of Law Index 2024: Uzbekistan slips to 83rd position,2024-10-24,POLITICS,"['global', 'rule', 'law', 'index', 'uzbekistan', 'slips', 'rd', 'position']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
124,"Mirziyoyev meets Modi and Erdoğan in Kazan, discusses strategic partnerships",2024-10-24,POLITICS,"['mirziyoyev', 'meets', 'modi', 'erdoan', 'kazan', 'discusses', 'strategic', 'partnerships']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
121,Uzbekistan increases social norm for natural gas consumption during heating season,2024-10-24,POLITICS,"['uzbekistan', 'increases', 'social', 'norm', 'natural', 'gas', 'consumption', 'heating', 'season']",0.0,0.762,0.238,0.3612,2024-10,2024-10-21/2024-10-27
125,Tashkent region police arrest fraudsters promising driver’s license for money,2024-10-24,SOCIETY,"['tashkent', 'region', 'police', 'arrest', 'fraudsters', 'promising', 'drivers', 'license', 'money']",0.4,0.414,0.186,-0.4767,2024-10,2024-10-21/2024-10-27
119,Radio and print media struggle in Uzbekistan’s evolving media environment,2024-10-24,POLITICS,"['radio', 'print', 'media', 'struggle', 'uzbekistans', 'evolving', 'media', 'environment']",0.247,0.753,0.0,-0.3182,2024-10,2024-10-21/2024-10-27
117,Senate endorses law for transfer of foreign convicts,2024-10-24,POLITICS,"['senate', 'endorses', 'law', 'transfer', 'foreign', 'convicts']",0.0,0.676,0.324,0.34,2024-10,2024-10-21/2024-10-27
116,Uzbekistan eyes increased agricultural exports via Dubai,2024-10-24,BUSINESS,"['uzbekistan', 'eyes', 'increased', 'agricultural', 'exports', 'via', 'dubai']",0.0,0.741,0.259,0.2732,2024-10,2024-10-21/2024-10-27
114,Uzbekistan's national football team climbs two positions in FIFA rankings,2024-10-24,SPORT,"['uzbekistans', 'national', 'football', 'team', 'climbs', 'two', 'positions', 'fifa', 'rankings']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
113,President Mirziyoyev calls for immediate ceasefire and humanitarian aid in Middle East conflict,2024-10-24,POLITICS,"['president', 'mirziyoyev', 'calls', 'immediate', 'ceasefire', 'humanitarian', 'aid', 'middle', 'east', 'conflict']",0.204,0.796,0.0,-0.3182,2024-10,2024-10-21/2024-10-27
112,"Uzbek woman wanted for financial crimes arrested in Türkiye, deported to Uzbekistan",2024-10-24,SOCIETY,"['uzbek', 'woman', 'wanted', 'financial', 'crimes', 'arrested', 'trkiye', 'deported', 'uzbekistan']",0.279,0.721,0.0,-0.4767,2024-10,2024-10-21/2024-10-27
111,SpaceX to assist Uzbekistan in developing national space program,2024-10-24,TECH,"['spacex', 'assist', 'uzbekistan', 'developing', 'national', 'space', 'program']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
118,Khantex Group faces legal action over inflated cotton seed prices,2024-10-24,BUSINESS,"['khantex', 'group', 'faces', 'legal', 'action', 'inflated', 'cotton', 'seed', 'prices']",0.0,0.842,0.158,0.128,2024-10,2024-10-21/2024-10-27
115,Uzbekistan's Central Bank updates gold bar prices as sales of commemorative coins end,2024-10-24,BUSINESS,"['uzbekistans', 'central', 'bank', 'updates', 'gold', 'bar', 'prices', 'sales', 'commemorative', 'coins', 'end']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
103,Uzbekistan partners with Korean firm to grow new grape varieties,2024-10-25,SOCIETY,"['uzbekistan', 'partners', 'korean', 'firm', 'grow', 'new', 'grape', 'varieties']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
110,Uzbekistan’s Consulate calls for increased caution by citizens in Türkiye after recent terror attack,2024-10-25,SOCIETY,"['uzbekistans', 'consulate', 'calls', 'increased', 'caution', 'citizens', 'trkiye', 'recent', 'terror', 'attack']",0.417,0.449,0.135,-0.6597,2024-10,2024-10-21/2024-10-27
108,Senate approves digital evidence law to modernize legal system,2024-10-25,SOCIETY,"['senate', 'approves', 'digital', 'evidence', 'law', 'modernize', 'legal', 'system']",0.0,0.588,0.412,0.4939,2024-10,2024-10-21/2024-10-27
107,Uzbekistan gains BRICS partner status alongside 12 other nations,2024-10-25,POLITICS,"['uzbekistan', 'gains', 'brics', 'partner', 'status', 'alongside', 'nations']",0.0,0.714,0.286,0.34,2024-10,2024-10-21/2024-10-27
106,"Uzbekistan's population reaches 37.4 million, growing by around 2,000 daily",2024-10-25,SOCIETY,"['uzbekistans', 'population', 'reaches', 'million', 'growing', 'around', 'daily']",0.0,0.633,0.367,0.2263,2024-10,2024-10-21/2024-10-27
105,Uzbekistan to launch direct passenger and cargo flights to Tanzania,2024-10-25,SOCIETY,"['uzbekistan', 'launch', 'direct', 'passenger', 'cargo', 'flights', 'tanzania']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
