Title,Date,Category
Mirziyoyev visits Turkish aerospace company,2024-06-06,POLITICS
KamAZ truck hits two small children to death in Samarkand,2024-06-06,SOCIETY
Three people drowned in Fergana region,2024-06-06,SOCIETY
Hungarian travel company expects resumption of direct flights between Tashkent and Budapest,2024-06-06,POLITICS
Putin thanks Uzbekistan for neutrality on Ukraine,2024-06-06,POLITICS
Mirziyoyev signs a law on conflict of interest,2024-06-06,POLITICS
Huge amount of energy resources stolen in 3 regions,2024-06-06,SOCIETY
US Congress holds a briefing on Uzbekistan,2024-06-06,POLITICS
Saida Mirziyoeva: We will never retreat from the path of reforms,2024-06-06,POLITICS
Blogger Murod Makhsudov sentenced to 7.5 years,2024-06-06,SOCIETY
Shavkat Mirziyoyev arrives in Ankara,2024-06-06,POLITICS
UN General Assembly approves a resolution initiated by Uzbekistan on solving drug problems,2024-06-06,POLITICS
Inspectorate for regulating tobacco and alcohol market established in Uzbekistan,2024-06-06,POLITICS
President Mirziyoyev departs for Türkiye,2024-06-05,POLITICS
"Migration to Canada, visa request surge, cooperation with Central Asia – interview with Canadian Ambassador ",2024-06-05,POLITICS
"President talks with Mufti Shaykh Nuriddin Kholiknazar over the phone, receives information about conditions created for pilgrims from Uzbekistan",2024-06-05,POLITICS
Uzbek MFA answers question about visa-free regime in Thailand,2024-06-05,SOCIETY
YTO Cargo Airlines launching flights to Tashkent,2024-06-05,SOCIETY
Uzbekistan supports US ceasefire initiative in Gaza,2024-06-05,SOCIETY
State Academy of Sports established in Uzbekistan,2024-06-05,SPORT
UN appoints new resident coordinator for Uzbekistan,2024-06-05,POLITICS
Turkey hosts a symposium dedicated to strategic partnership with Uzbekistan,2024-06-05,POLITICS
6-year-old girl dead after being hit by a car in Samarkand,2024-06-05,SOCIETY
New mayor appointed to Sardoba district,2024-06-05,POLITICS
34-year-old woman gives birth to triplets in Navoi,2024-06-05,SOCIETY
Uzbek regions to bolster relations with Indian state of Karnataka ,2024-06-05,POLITICS
Number of labor migrants from Uzbekistan in Russia decreased by 4 times – Presidential press secretary,2024-06-05,POLITICS
Construction of a ski complex kicks off in Shakhrisabz,2024-06-05,POLITICS
Uzbek diplomats meet with migrant compatriots in Vladivostok,2024-06-05,SOCIETY
"Uzbekistan, Saudi Arabia review progress of implementing priority investment projects",2024-06-05,BUSINESS
Nexia-3 catches fire in Tashkent,2024-06-05,SOCIETY
Iran's Petrochem to launch a $273M chemical cluster in Bukhara,2024-06-04,SOCIETY
Russian PM calls for construction of agro-hubs for Eurasian Agro-Express,2024-06-04,POLITICS
Illegal energy usage in three regions of Uzbekistan leads to substantial financial damage,2024-06-04,SOCIETY
New Indian Ambassador Smita Pant assumes role in Uzbekistan,2024-06-04,SOCIETY
Uzbekistan eyes massive expansion in auto manufacturing with Chinese investment,2024-06-04,SOCIETY
Shavkat Mirziyoyev to pay official visit to Turkey ,2024-06-04,POLITICS
Public disorder at football event leads to detention of 13 in Surkhandarya,2024-06-04,SOCIETY
Seasonal bus service to be launched from Tashkent to Issyk-Kul,2024-06-04,SOCIETY
Ministry of Agriculture sends a request to Kazakhstan regarding “infected tomatoes”,2024-06-04,SOCIETY
"Tashkent region to send over 5,000 workers to Russia",2024-06-04,POLITICS
Uzbekistan’s FDI volume from Turkey increased 10 times over past five years ,2024-06-04,BUSINESS
Driver hits a girl crossing road in wrong place in Tashkent,2024-06-04,BUSINESS
Expert warns of water scarcity in Uzbekistan from Afghan canal project,2024-06-04,SOCIETY
Natural gas supplies to be partially suspended in 5 districts of Tashkent,2024-06-04,SOCIETY
"Uzbekistan, Iceland discuss prospects for intensifying bilateral cooperation",2024-06-04,SOCIETY
"Uzbekistan, UAE discuss issues of insuring export-import contracts for supply of agricultural products",2024-06-04,BUSINESS
Products of Uzbek leather industry enterprises presented at an international exhibition in Guangzhou,2024-06-04,BUSINESS
UWED graduate wins a British Foreign Office award,2024-06-04,POLITICS
Uzbekistan’s Fatwa Center refutes statement about inadmissibility of cryptocurrency trading,2024-06-04,SOCIETY
Shavkat Mirziyoyev signs a vital decree aimed at joining WTO,2024-06-04,POLITICS
Hundreds of administrative cases launched for energy violations in Uzbekistan,2024-06-03,SOCIETY
Deputy governor of Tashkent city for tourism dismissed,2024-06-03,POLITICS
World famous travel bloggers to be invited to Uzbekistan,2024-06-03,POLITICS
"Uzbekistan, South Korea hold a meeting of Intergovernmental Joint Committee on Trade-Economic Cooperation ",2024-06-03,BUSINESS
Member of Uzbekistan boxing team Navbakhor Khamidova secures license for Summer Olympic Games Paris 2024,2024-06-03,SPORT
Ex-presidential candidate becomes vice-rector of Agrarian University,2024-06-03,POLITICS
"Research institutes of Uzbekistan, oldest “think tank” in Great Britain discuss issues of developing bilateral cooperation ",2024-06-03,POLITICS
Qatar begins attracting labor force from Uzbekistan,2024-06-03,BUSINESS
Distribution center and trading house to be set up for products of Uzbek companies in Egypt,2024-06-03,BUSINESS
Tashkent to host 19th meeting SCO Forum on June 5,2024-06-03,POLITICS
“Children need safe water tanks” – Surayyo Rakhmonova,2024-06-03,SOCIETY
Uzbek diplomats meet with students studying at a university in German city of Freising,2024-06-03,POLITICS
Uzbekistan delegation takes part in scientific-practical conference in Osh,2024-06-03,POLITICS
Union of Journalists of Uzbekistan and Press Club of India sign an MoC,2024-06-03,POLITICS
Climatologist: Lack of oxygen was observed in the air of Tashkent,2024-06-03,SOCIETY
School’s deputy director in Namangan fired for financial fraud ,2024-06-03,SOCIETY
Qatar Airways launches regular flights to Uzbekistan,2024-06-03,BUSINESS
Canadian company Condor Energies plans to invest $582M in oil and gas extraction project in Bukhara,2024-06-01,BUSINESS
Uzbekistan and Malaysia to forge stronger ties following Kuala Lumpur summit,2024-06-01,POLITICS
Turkish authorities deport Uzbek blogger Beknazar Rakhmatov: Consulate's efforts fail,2024-06-01,SOCIETY
Uzbekistan's consumer sector faces 10.6% annual inflation in May,2024-06-01,BUSINESS
Uzbekistan boosts fruit and vegetable exports by 43.3% in early 2024,2024-06-01,BUSINESS
Unauthorized gold mining to become criminal offense in Uzbekistan,2024-06-01,BUSINESS
Tashkent traffic safety department asks citizens to use public transport when visiting parks,2024-06-01,SOCIETY
Uzbekistan assumes chairmanship in field of tourism in OIC,2024-06-01,POLITICS
Female passenger loses consciousness in arrival hall of Tashkent airport,2024-06-01,SOCIETY
New showroom of Uzbek products opened in Osh,2024-06-01,BUSINESS
Mirziyoyev instructs to overcome poverty and crime in Bukhara region,2024-06-01,POLITICS
Hungarian tourism company deepening partnership with Uzbekistan,2024-06-01,POLITICS
Legal entities granted right to produce and manufacture certain precursors,2024-06-01,POLITICS
Tashkent to host horse parade ,2024-06-01,SOCIETY
$226 million to be allocated for construction of new airport in Bukhara region ,2024-06-01,BUSINESS
Asialuxe Travel announces rebranding,2024-06-01,POLITICS
Philippines appointed a new ambassador to Uzbekistan,2024-06-01,SOCIETY
Akmal Saidov becomes a member of UN Human Rights Committee,2024-06-01,POLITICS
Shavkat Mirziyoyev presses symbolic button to start construction of large complexes in Bukhara,2024-06-01,POLITICS
"Samarkand resident arrested in $50,000 visa fraud ",2024-05-31,SOCIETY
Tashkent region officials caught selling state land illegally,2024-05-31,SOCIETY
"Enforcement Bureau encumbered by debt case, owes millions to Caravan Group LLC",2024-05-31,SOCIETY
Hockey Sports Complex including an Ice Palace to be built in Tashkent,2024-05-31,SPORT
Uzbekistan’s state budget deficit increased by 1.5 times in Q1,2024-05-31,SOCIETY
Shavkat Mirziyoyev to hold a meeting with entrepreneurs in Karakalpakstan,2024-05-31,POLITICS
Most popular names for newborns in Uzbekistan announced,2024-05-31,SOCIETY
Monetary compensation for gasoline increased for certain categories of persons ,2024-05-31,SOCIETY
Shavkat Mirziyoyev arrives in Bukhara,2024-05-31,SOCIETY
“Club of Friends of Uzbekistan” members hold meeting in Warsaw,2024-05-31,SOCIETY
Companies from Uzbekistan and Latvia eye to increase export of Uzbek IT products to European markets,2024-05-31,SOCIETY
Foreign Ministers of Central Asia gather in Rome for consultations ,2024-05-31,POLITICS
“Courier” detained near Tashkent with synthetic drugs worth 4.8 billion soums,2024-05-31,SOCIETY
Uzbek diplomat discuss conditions of detained compatriots in a penal institution in South Korean city of Suwon,2024-05-31,SOCIETY
Uzbekistan received humanitarian aid shipments from 30 countries in 2023,2024-05-31,SOCIETY
Unified dispatch service “112” being launched in Uzbekistan,2024-05-31,SOCIETY
Shavkat Mirziyoyev to visit Bukhara region,2024-05-31,SOCIETY
“Electricity and gas consumption decreased after an increase in tariffs” – Minister of Energy ,2024-05-31,SOCIETY
Uzbekistan’s national debt reached $34.9 billion in 2023,2024-05-31,SOCIETY
Uzbekistan’s tourism potential presented at an international exhibition in Shanghai,2024-05-31,SOCIETY
Uzbekistan may introduce energy consumption rating ,2024-05-31,POLITICS
Khiva to host 12th session of the Islamic Conference of Tourism Ministers ,2024-05-31,SOCIETY
Mild earthquake hits Jizzakh region,2024-05-31,SOCIETY
"HIT initiates creation of an international working group to study problems of the Aral, Caspian and Dead Seas",2024-05-30,SOCIETY
President Mirziyoyev receives Director General of ICESCO,2024-05-30,POLITICS
Leading British financial institution to help attract investment to Uzbekistan,2024-05-30,POLITICS
Uzbekistan national team to take part in World Hockey Championship,2024-05-30,SPORT
World2Fly Airlines launches direct flights from Madrid to Urgench,2024-05-30,SOCIETY
Citizens who perpetrated a fraudulent scheme on OLX when buying cars detained in Tashkent ,2024-05-30,SOCIETY
Uzbekistan plans to join World Trade Organization by 2026,2024-05-30,BUSINESS
Traffic violators identified during night raids in Tashkent,2024-05-30,SOCIETY
Kazakhstan comments on new agreement on nuclear power plants in Uzbekistan,2024-05-30,POLITICS
Uzbek citizen who was in Russia without legal representatives repatriated to his homeland,2024-05-30,SOCIETY
FM Saidov meets with IFAD President in Rome,2024-05-30,POLITICS
SSS officers seize 78 kg of drugs smuggled into Uzbekistan from neighboring countries ,2024-05-30,SOCIETY
Fines for tax-related offenses significantly reduced in Uzbekistan,2024-05-30,POLITICS
24-year-old prisoner commits suicide in a penal colony in Namangan region,2024-05-30,SOCIETY
Diesel locomotive collides with an accordion bus in Tashkent,2024-05-30,SOCIETY
US Border sees surge in migrant detentions from Uzbekistan,2024-05-29,SOCIETY
State retains Fergana Oil Refinery's shares as Saneg delays making full payment,2024-05-29,BUSINESS
Uzbekistan negotiating extensive rearmament deal with Russia for defense forces,2024-05-29,SOCIETY
OSCE/ODIHR Needs Assessment Mission arrives in Uzbekistan,2024-05-29,POLITICS
Uztransgaz tax payments plummet,2024-05-29,SOCIETY
Criminal group members who attempted to smuggle a large shipment of drugs into Uzbekistan detained in Kyrgyzstan,2024-05-29,SOCIETY
Individuals engaged in illegal sending citizens to Hajj detained in Tashkent and Kokand,2024-05-29,SOCIETY
40 representatives of Japanese contemporary art arrive in Tashkent,2024-05-29,CULTURE
Putin promises decent work conditions for labor migrants from Uzbekistan,2024-05-29,POLITICS
"Deputy FM of Uzbekistan receives ambassadors of Latvia, Norway and Sweden",2024-05-29,POLITICS
Tashkent Metro expands fleet with advanced four-car trains,2024-05-29,SOCIETY
Thailand introduces visa-free regime for citizens of Uzbekistan,2024-05-29,SOCIETY
Uzbek para-athletes secure 13 medals at World Championship in Japan,2024-05-29,SPORT
Ruins of a city with two-thousand-year history found in Surkhandarya ,2024-05-29,SOCIETY
"Uzbekistan, Russia to conclude an agreement on rearmament of air force, air defense and ground forces",2024-05-29,POLITICS
UK to support development of IT sector in Uzbekistan ,2024-05-29,POLITICS
Moscow hosts Uzbekistan Culture Days ,2024-05-29,CULTURE
Russia plans to localize production of railway equipment in Uzbekistan,2024-05-29,BUSINESS
Gas cylinder explosion in a car claims lives of four people in Jizzakh (video),2024-05-28,SOCIETY
Vladimir Putin concludes his state visit to Uzbekistan ,2024-05-28,POLITICS
Uzbekistan faces housing affordability challenges as market prices outpace income growth,2024-05-28,SOCIETY
Tashkent Metro to receive 72 modern carriages from Metrovagonmash by 2026,2024-05-28,SOCIETY
FM Bakhtiyor Saidov to visit Italy,2024-05-28,POLITICS
Uzbek-Russian joint investment fund to be established,2024-05-28,BUSINESS
Russia intends to boost gas supplies to Uzbekistan,2024-05-28,BUSINESS
Customs officers suppress illegal trafficking of cigarettes worth more than 1 billion soums,2024-05-28,SOCIETY
Uzbekistan and Russia to sign cooperation agreement on pension provision,2024-05-28,POLITICS
First five-star hotel in Uzbekistan put up for sale,2024-05-28,BUSINESS
Educational loans to be issued only for full-time students,2024-05-28,POLITICS
One of streets in New Tashkent to be named as St. Petersburg,2024-05-28,POLITICS
Large-scale advertising campaign dedicated to Uzbekistan’s tourism potential kicks off in London,2024-05-28,TOURISM
"Shavkat Mirziyoyev, Vladimir Putin take part in first meeting of the two countries’ Council of Regions",2024-05-28,POLITICS
Shavkat Mirziyoyev speaks about construction of low-power NPP in cooperation with Russia,2024-05-28,POLITICS
Gentra car catches fire in Bostanlyk,2024-05-28,SOCIETY
Uzbekistan and Russia bolster ties with over twenty new cooperation agreements,2024-05-27,POLITICS
Uzbekistan and Russia aim for $30 billion trade as energy projects advance,2024-05-27,POLITICS
Russia proposes construction of mini nuclear power plants in Uzbekistan,2024-05-27,SOCIETY
State agencies and organizations in Uzbekistan spent billions on mobile devices despite national budget deficit,2024-05-27,SOCIETY
Uzbekistan offers financial incentives for hiring returned migrants,2024-05-27,SOCIETY
Uzbekistan set for digital leap with unified citizen register in 2025,2024-05-27,SOCIETY
"Futsal World Cup 2024 draw: Uzbekistan to face Netherlands, Paraguay, and Costa Rica in group stage",2024-05-27,SOCIETY
Driver detained for assaulting traffic policeman in Karakalpakstan,2024-05-27,SOCIETY
Government trying to regulate methane gas prices amid economic adjustments,2024-05-27,BUSINESS
WB to allocate $100 million to Uzbekistan for improving social services,2024-05-27,POLITICS
Migration agency warns Uzbek citizens in Kazakhstan about bad weather,2024-05-27,POLITICS
"Tashkent, London to boost bilateral relations ",2024-05-27,SOCIETY
Uzbek athletes bag 12 medals at World Youth Weightlifting Championships,2024-05-27,POLITICS
Uzbekistan inks 3-year regional project “Improving biodiversity and sustainable forest management” with FAO,2024-05-27,SPORT
Damas falls into a canal in Tashkent region,2024-05-27,POLITICS
Ramzan Kadyrov arrives in Uzbekistan on a working visit,2024-05-27,SOCIETY
Vladimir Putin visits “Yangi O‘zbekiston” complex (photos),2024-05-27,POLITICS
Uzbekistan eyes to develop transport system based on Spanish experience ,2024-05-27,POLITICS
Uzbekistan to introduce unified electronic population register ,2024-05-27,POLITICS
"Uzbekistan, Russia to build joint gas chemical complex in Bukhara",2024-05-27,POLITICS
Vladimir Putin arrives in Tashkent,2024-05-27,BUSINESS
Export profits up for Uzbekistan's fruit and vegetable sellers,2024-05-27,POLITICS
Automobile traffic to be limited in Tashkent on May 26-27,2024-05-25,BUSINESS
Over 414 thousand schoolchildren graduate from schools in Uzbekistan  ,2024-05-25,SOCIETY
Rainy spring in Uzbekistan: Crop growth vs. pest risks,2024-05-25,SOCIETY
Hungarian company offering employment for citizens of Uzbekistan at its construction sites,2024-05-25,POLITICS
“Uzbekistan should become known throughout the world as a country of talented and smart people!” – Komil Allamjonov,2024-05-25,SOCIETY
Procedure for admission to universities changed in Uzbekistan,2024-05-25,POLITICS
Poland may open a branch of Higher School of Economics in Uzbekistan ,2024-05-25,POLITICS
Worker remains trapped underground at construction site in Tashkent,2024-05-25,SOCIETY
Schoolboy who went for a swim during school hours drowned to death in Navoi,2024-05-25,SOCIETY
Young man sentenced to 15-day administrative arrest for violating road safety rules in Kokand,2024-05-25,SOCIETY
Uzbekistan delegation takes part in meeting of Women Leaders Dialogue of Central Asia in Bishkek,2024-05-25,POLITICS
Tashkent to host a marathon in honor of Children’s Day,2024-05-25,SOCIETY
Media: Uzbek companies are interested in oil production in Afghanistan ,2024-05-25,POLITICS
“The future of our Motherland is in your hands” – President congratulates school graduates,2024-05-25,SOCIETY
Program of Vladimir Putin’s stay in Uzbekistan announced,2024-05-24,POLITICS
Car production in Uzbekistan shows significant growth over four months,2024-05-24,SOCIETY
Young man stabs a citizen standing on street in Margilan,2024-05-24,SOCIETY
Registan in Samarkand temporarily closed for Futsal World Cup draw,2024-05-24,SOCIETY
Uzbekistan Airways to launch two new flights to Russian cities in June,2024-05-24,SOCIETY
Rail freight volume drops by 6% since year start,2024-05-24,SOCIETY
President Mirziyoyev gets acquainted with results and projects in pharmaceutical industry,2024-05-24,POLITICS
Uzbekistan sees higher birth rates of boys than girls in January-April 2024,2024-05-24,SOCIETY
Qanot Sharq launching direct flights from Tashkent to Budapest,2024-05-24,SOCIETY
Toyota Prado driver died in a mass accident in Tashkent district,2024-05-24,POLITICS
"Uzbekistan sharply increases import of petroleum products, gas, coal and electricity ",2024-05-24,BUSINESS
Criminal wanted for human trafficking and fraud deported from Türkiye to Uzbekistan,2024-05-24,SOCIETY
Namangan resident sentenced to 5 years for trying to smuggle nearly 80 million rubles out of Uzbekistan,2024-05-24,SOCIETY
Citizens of Uzbekistan died in tragic hostel fire in Moscow region,2024-05-24,SOCIETY
Alisher Yusupov wins a bronze medal at World Judo Championship,2024-05-24,SPORT
Ambulance hits a woman at pedestrian crossing in Jizzakh,2024-05-24,SOCIETY
Tashkent Pharma Park to implement 12 projects worth $470 million,2024-05-24,POLITICS
Vladimir Putin to visit Uzbekistan,2024-05-23,POLITICS
Tanzila Narbayeva arrives in Bishkek,2024-05-23,POLITICS
Oksana Chusovitina misses Olympic Games in Paris due to her injury,2024-05-23,SPORT
Major jewelry smuggling attempt foiled at Tashkent border post,2024-05-23,BUSINESS
Uzbekistan Airways to launch direct flights from Tashkent to Nha Trang ,2024-05-23,TOURISM
Governor of Andijan inks $100M solar energy deal with Russian firms,2024-05-23,BUSINESS
"District deputy mayor in Syrdarya caught with $1,000 in alleged bribery incident",2024-05-23,SOCIETY
Kyrgyzstan to launch a joint car plant with Uzbekistan by end of May,2024-05-23,SOCIETY
Tashkent to host an international forum on food security ,2024-05-23,POLITICS
Traffic accident claims life of a university student in Samarkand,2024-05-23,SOCIETY
Uzbekistan delegation takes part in Ebrahim Raisi's funeral in Tehran,2024-05-23,POLITICS
Ministry of Culture announces new rector for State Institute of Arts and Culture,2024-05-23,POLITICS
First hajj pilgrims of 2024 season depart from Tashkent to Medina (photos),2024-05-23,SOCIETY
Saida Mirziyoyeva and Komil Allamjonov meet with US Under Secretary of State,2024-05-23,POLITICS
Uzbekistan significantly increases export of fruits and vegetables to Russia,2024-05-23,BUSINESS
Hundreds of trucks stuck on Turkmenistan-Uzbekistan border   ,2024-05-23,BUSINESS
Uzbekistan sees significant increase in state-guaranteed foreign loans,2024-05-22,SOCIETY
Regular flights between Uzbekistan and Saudi Arabia to increase up to 50 a week,2024-05-22,SOCIETY
Additional Afrosiyob trains launched between Samarkand and Tashkent,2024-05-22,SOCIETY
Leasing of agricultural land to be simplified,2024-05-22,SOCIETY
FM Saidov receives US Under Secretary of State,2024-05-22,POLITICS
Tashkent court wrongfully accuses citizen not present in country,2024-05-22,SOCIETY
SSS arrests employees of travel firms who promised to send people to Hajj,2024-05-22,SOCIETY
Uzbekistan’s gold exports soar,2024-05-22,SOCIETY
China leads Uzbekistan’s top foreign trade partners list for early 2024,2024-05-22,SOCIETY
Drunk officer quarrels with a civilian in Termez restaurant causing him bodily harm ,2024-05-22,SOCIETY
Uzbekistan tops rankings of countries actively developing tourism,2024-05-22,TOURISM
New logistics center to open in Bashkortostan for Uzbekistan’s agricultural products,2024-05-22,SOCIETY
Uzbekistan's fuel production declines while electricity sees growth,2024-05-22,SOCIETY
Azerbaijan eyes to build a five-star hotel in Tashkent,2024-05-22,BUSINESS
Uzbekistan announces same Hajj quota as last year for pilgrims,2024-05-22,SOCIETY
PM Abdulla Aripov to visit Turkmenistan for CIS Council of Heads of Government meeting,2024-05-22,POLITICS
Uzbekistan’s trade-economic and investment potential presented in India,2024-05-22,BUSINESS
Neighborhoods throughout the republic to receive support through newly created encouragement fund,2024-05-22,POLITICS
Funding for Paris Games: Uzbekistan commits 73 billion UZS to athletes' prep ,2024-05-22,SPORT
Uzbekistan sends humanitarian aid to flood-hit Afghanistan,2024-05-22,POLITICS
Tashkent to start introducing state health insurance in 2024,2024-05-22,POLITICS
President gets acquainted with proposals in healthcare sector,2024-05-22,POLITICS
FM Bakhtiyor Saidov participates in SCO Council of Foreign Ministers Meeting in Astana,2024-05-21,POLITICS
Spanish airline World2Fly to launch flights from Spain to Uzbekistan,2024-05-21,SOCIETY
Delegation of Uzbekistan to attend farewell ceremony for Ebrahim Raisi in Tehran,2024-05-21,SOCIETY
Shavkat Mirziyoyev expresses condolences at Iranian embassy over President Raisi's death,2024-05-21,SOCIETY
Masdar secures $159 million for solar power plant construction in Bukhara region,2024-05-21,SOCIETY
Man offering false promises of employment in Korea detained in Tashkent,2024-05-21,SOCIETY
Some trains to depart from Yuzhniy station within 20 days,2024-05-21,SOCIETY
Mirziyoyev and Putin discuss strengthening strategic partnership between Uzbekistan and Russia,2024-05-21,POLITICS
Uzbek man who found himself in a difficult situation in Mecca provided assistance ,2024-05-21,POLITICS
Uzbekistan’s FTT exceeded $20 billion in Jan-Apr 2024,2024-05-21,BUSINESS
Natural gas and oil production declined in April,2024-05-21,BUSINESS
Flower seedlings brought from Italy destroyed in Samarkand,2024-05-21,SOCIETY
Victory Park in Tashkent temporarily closed,2024-05-21,SOCIETY
School principal slaps a seventh-grader who refused to take off her bandana in Fergana (video),2024-05-21,SOCIETY
Uzbek-Chinese FMs hold bilateral negotiations in Astana,2024-05-21,POLITICS
Solar panels to be installed in Andijan,2024-05-21,POLITICS
Uzsanoatqurilishbank to attract $3.1 billion to finance investment projects in 2024 ,2024-05-21,BUSINESS
Two streets to be temporarily blocked in Tashkent,2024-05-21,BUSINESS
Valuable trees worth almost 1.5 billion soums destroyed in Tashkent region,2024-05-21,SOCIETY
“The bill on Islamic finance is ready” – CB deputy head ,2024-05-21,POLITICS
Matiz hits a pedestrian to death in Tashkent,2024-05-21,BUSINESS
Kun.uz recognized as best brand of 2023,2024-05-21,SOCIETY
Uzbekistan surpasses China by number of foreign companies in Kazakhstan,2024-05-20,SOCIETY
An individual detained in Namangan for selling counterfeit US dollars at half price,2024-05-20,BUSINESS
Customs officers prevent circulation of 270 smuggled smartphones in Fergana region,2024-05-20,SOCIETY
Bank employee detained in Samarkand for demanding bribe in exchange for issuing a loan,2024-05-20,SOCIETY
Malaysian Petronas to set up two gas processing projects in Uzbekistan,2024-05-20,SOCIETY
5-year-old child die from electric shock in Samarkand,2024-05-20,SOCIETY
Head of Akhangaran district becomes first deputy governor of Tashkent region,2024-05-20,SOCIETY
New judges of Supreme Court appointed ,2024-05-20,POLITICS
Uzbek man suspected of committing indecent acts against minors detained in Russia ,2024-05-20,POLITICS
Hungary may establish production of certain pharmaceuticals in Uzbekistan,2024-05-20,SOCIETY
Senate ratifies an agreement on protection of classified information between Defense Ministry of Uzbekistan and United States,2024-05-20,SOCIETY
Gas leak from a high-pressure natural gas pipeline detected in Tashkent,2024-05-20,SOCIETY
Law enforcement officers seize 65 units of bladed weapons and 9 units of pneumatic weapons during a raid in Fergana,2024-05-20,SOCIETY
63rd International Flower Festival in Namangan kicks off with a traditional car parade,2024-05-20,SOCIETY
7 freight cars derailed in Tashkent region ,2024-05-20,TOURISM
Iran’s President and Foreign Minister die as a result of helicopter crash,2024-05-20,SOCIETY
"Lacetti car plummets from TAPOiCh bridge in Tashkent, three people hospitalized",2024-05-20,POLITICS
Uzbekistan expresses deep concern over incident with Iranian president’s helicopter,2024-05-20,SOCIETY
Uzbekistan may import over 1 million tons of coal from Afghanistan,2024-05-20,POLITICS
Road in Chilanzar district of Tashkent partially closed from May 18 to May 23,2024-05-18,BUSINESS
Samarkand to host first official EU – Central Asia summit,2024-05-18,SOCIETY
U.S. Under Secretary of State to visit Uzbekistan,2024-05-18,POLITICS
Bukhara Oil Refinery to stop production of AI-80 petrol,2024-05-18,POLITICS
Underground workshop engaged in producing vegetable oil discovered in Tashkent region,2024-05-18,SOCIETY
"66,750 consumers across the republic disconnected from electricity due to heavy rains",2024-05-18,SOCIETY
"Uzbekistan, Russia expand cooperation in training customs personnel",2024-05-18,SOCIETY
Saida Mirziyoyeva hopes for creation of films that inspire pride in Uzbek culture,2024-05-18,POLITICS
Senate to convene for 52nd plenary session today,2024-05-18,SOCIETY
Israeli citizen who listened to loud music in a hotel arrested for 15 days in Tashkent,2024-05-18,POLITICS
"Family and Women’s Committee of Uzbekistan, Union of Women’s Associations of Kuwait establish cooperation ",2024-05-18,SOCIETY
Uzbekistan and Malaysia set joint goals for 2030 Vision,2024-05-18,SOCIETY
Summit of heads of CA countries to take place in August,2024-05-17,POLITICS
Iranian province of Kerman to intensify cooperation with regions of Uzbekistan,2024-05-17,SOCIETY
39-year-old Uzbek man sentenced to 19-year imprisonment in America,2024-05-17,SOCIETY
Uzbekistan’s Ambassador presents his credentials to King of Great Britain,2024-05-17,SOCIETY
Statistics on applications and refusals for citizens of Uzbekistan to obtain Schengen visa published,2024-05-17,SOCIETY
SSS officers prevent illegal circulation of four pistols ,2024-05-17,SOCIETY
“Made in Uzbekistan” pavilion installed at largest agricultural exhibition sites in Caucasus,2024-05-17,SOCIETY
Russia may cancel 20% duty on polyethylene from Uzbekistan,2024-05-17,BUSINESS
Bukhara Oil Refinery to start production of AI-91 and AI-92 gasoline instead of AI-80 by December,2024-05-17,SOCIETY
President Mirziyoyev congratulates President of Kazakhstan on his birthday,2024-05-17,POLITICS
Brightness of more than 90% of LED screens exceeds norm at night in Tashkent,2024-05-17,SOCIETY
Law enforcement bodies comment on information about abduction of children in Fergana and Surkhandarya ,2024-05-17,SOCIETY
Uzbekistan’s ambassador meets with OTS Secretary General ,2024-05-17,POLITICS
ACWA Power to build “green” hydrogen production plant in Chirchik by December,2024-05-17,SOCIETY
Tashkent ranked 4th globally in terms of air pollution,2024-05-17,SOCIETY
Head Oliy Majlis Legislative Chamber office appointed ,2024-05-17,SOCIETY
Prime Minister of Malaysia to pay an official visit to Uzbekistan,2024-05-17,POLITICS
IMF recommends Uzbekistan to adopt a law on conflict of interest,2024-05-16,SOCIETY
Schoolchildren beat 23-year-old guy up for no reason in Surkhandarya,2024-05-16,SOCIETY
List of streets and intersections being repaired in Tashkent published,2024-05-16,SOCIETY
Several trucks collide on motorway in Jizzakh region,2024-05-16,SOCIETY
New ambassador of Denmark takes office in Uzbekistan,2024-05-16,POLITICS
Lithuania appoints new ambassador to Uzbekistan,2024-05-16,POLITICS
"Inflation perception surges in Uzbekistan, with fuel and meds leading the rise",2024-05-16,BUSINESS
Japanese tech company set to open an office in Uzbekistan,2024-05-16,TECH
Termez free trade zone introduces 15-day visa-free regime,2024-05-16,POLITICS
Tashkent metro employee caught taking a bribe,2024-05-16,SOCIETY
Madalena Fischer appointed as Portugal's Ambassador to Uzbekistan,2024-05-16,POLITICS
Botir Zokirov monument unveiled in Tashkent,2024-05-16,POLITICS
OCCRP: Son of Uzbekistan's ex-prosecutor owns $8M worth of properties in Dubai,2024-05-16,POLITICS
Gold price in Uzbekistan exceeds 1 million UZS per gram,2024-05-16,BUSINESS
Migration Agency warns citizens of Uzbekistan working in Russia against illicit courier activities,2024-05-16,SOCIETY
Pilgrimage preparations gear up as Uzbekistan announces Hajj-24 start date,2024-05-16,SOCIETY
"Fraud related to sale of land plot for $160,000 prevented",2024-05-16,SOCIETY
Regina Maria Castillo takes charge of UNICEF's Uzbekistan office,2024-05-16,POLITICS
15 petrol stations selling low-quality gasoline identified in Samarkand and Fergana ,2024-05-16,BUSINESS
One-way traffic restricted on one of central streets in Tashkent,2024-05-16,SOCIETY
IMF experts list possible risks for Uzbekistan’s economy ,2024-05-16,BUSINESS
Large-scale repair work kicks off at intersections and streets of Tashkent,2024-05-16,SOCIETY
